gp_code,gp_name,Address,Phone,location
mgp0515,City Of Port Adelaide Enfield - Immunisation,Clarice Avenue  Enfield SA 5085,1300 364 264,"{""lat"":-34.8659606, ""lng"":138.6025546}"
mgp0516,CITY OF WEST TORRENS,Thebarton Community Centre  Corner South Road and Ashwin Parade  Torrensville SA 5031,08 8416 6333,NA
mgp0517,Health and Immunisation Management Solutions (HAIMS),Salisbury East Neighbourhood Centre  28 Smith Road  Salisbury East SA 5109,08 8152 0363,"{""lat"":-34.7808092, ""lng"":138.67194}"
mgp0518,CITY OF CHARLES STURT,Findon Road  Findon SA 5023,08 8408 1111,"{""lat"":-34.9000957, ""lng"":138.5321786}"
mgp0519,CITY OF PLAYFORD,Gp Plus Health Care Centre  16 Playford Boulevard  Elizabeth SA 5112,08 8256 0333,"{""lat"":-34.719845, ""lng"":138.671343}"
mgp0520,CITY OF PLAYFORD,Munno Para Sc  Shop 51  600 Main North Road  Smithfield SA 5114,08 8256 0333,"{""lat"":-34.6873926, ""lng"":138.6888714}"
mgp0521,CITY OF CHARLES STURT,111A Woodville Road  Woodville SA 5011,08 8408 1370,"{""lat"":-34.880835, ""lng"":138.5351508}"
mgp0522,TOWN OF GAWLER,Gawler Sport And Community Centre  Nixon Terrace  Gawler SA 5118,08 8522 9274,"{""lat"":-34.5974552, ""lng"":138.7401405}"
mgp0523,Katoomba Community Mental Health,93 Waratah Street  Katoomba NSW 2780,02 4782 2133,NA
mgp0524,Camden Family Practice,25 Broughton Street  Camden NSW 2570,02 4655 9558,"{""lat"":-34.0602726, ""lng"":150.6935795}"
mgp0525,Camden Council - Family And Children Services,37 John Street  Camden NSW 2570,02 4654 7777,"{""lat"":-34.0526527, ""lng"":150.6946683}"
mgp0526,Health and Immunisation Management Solutions (HAIMS),Burton Community Centre  386 Waterloo Corner Road  Burton SA 5110,08 8152 0363,"{""lat"":-34.7320202, ""lng"":138.5892422}"
mgp0527,CITY OF CHARLES STURT,West Lakes Community Centre  West Lakes Boulevard  West Lakes SA 5021,08 8408 1111,"{""lat"":-34.877867, ""lng"":138.4957144}"
mgp0528,CITY OF PORT ADELAIDE ENFIELD,253 Commercial Road  Port Adelaide SA 5015,1300 364 264,"{""lat"":-34.8443915, ""lng"":138.5053237}"
mgp0529,Campbelltown City Council Family And Children SVS,Campbelltown Civic Centre  Queen Street  Campbelltown NSW 2560,02 4645 4000,"{""lat"":-34.058501, ""lng"":150.8214888}"
mgp0530,Wallerawang Community Health Centre,Main Street  Wallerawang NSW 2845,02 6355 1570,"{""lat"":-33.3977045, ""lng"":150.0820339}"
mgp0531,Penrith City Council Family And Children Services,601 High Street  Penrith NSW 2750,02 4732 7777,"{""lat"":-33.7477938, ""lng"":150.6840081}"
mgp0532,Myhealth Penrith,Westfield Penrith  Suite 17  585 High Street  Penrith NSW 2750,02 9188 0751,"{""lat"":-33.7477938, ""lng"":150.6840081}"
mgp0533,Wellington Council Family And Children's Services,Wellington Council  Nanima Crescent  Wellington NSW 2820,02 6845 2099,"{""lat"":-32.5523637, ""lng"":148.9416504}"
mgp0534,Narromine Shire Council Family And Children SVS,124 Dandaloo Street  Narromine NSW 2821,02 6889 9999,NA
mgp0535,Allison Crescent Medical Centre,31 Allison Crescent  Menai NSW 2234,02 9541 1322,"{""lat"":-34.0114126, ""lng"":151.0148998}"
mgp0536,Liverpool Hospital Staff Vaccination Clinic,Elizabeth Street  Liverpool NSW 2170,02 8738 3000,"{""lat"":-33.9201885, ""lng"":150.9241545}"
mgp0537,Sutherland Shire Council Family And Children Services,4 20 Eton Street  Sutherland NSW 2232,02 9710 0333,"{""lat"":-34.032478, ""lng"":151.0587562}"
mgp0538,Karitane Linking Families,Jade House  130 Nelson Street  Fairfield Heights NSW 2165,02 9794 2300,"{""lat"":-33.8692433, ""lng"":150.9516169}"
mgp0539,Hurstville City Council Family And Children Services,Civic Centre  MacMahon Street  Hurstville NSW 2220,02 9330 6222,"{""lat"":-33.9644844, ""lng"":151.1027392}"
mgp0540,Patrick Street Medical Centre,8 Patrick Street  Blacktown NSW 2148,02 8814 8813,NA
mgp0541,Orana Medical Practice,Suite 4  6 Orana Avenue  Seven Hills NSW 2147,02 9676 1001,NA
mgp0542,Myhealth Merrylands,Stockland Mall  Shop 1002  McFarlane Street  Merrylands NSW 2160,02 9637 3688,"{""lat"":-33.8353681, ""lng"":150.9893725}"
mgp0543,Leading Medical Centre Merrylands,Stockland Shopping Centre  Shop 1101  McFarlane Street  Merrylands NSW 2160,02 9637 7112,"{""lat"":-33.8353681, ""lng"":150.9893725}"
mgp0544,Canterbury Hospital Staff Screening And Vaccination Services,575 Canterbury Road  Campsie NSW 2194,02 9787 0000,NA
mgp0545,Travel Doctor TMVC NSW,74 MacQuarie Street  Parramatta NSW 2150,02 8861 9100,"{""lat"":-33.8141396, ""lng"":150.9988421}"
mgp0546,Vaccinations For Travel,91 George Street  Parramatta NSW 2150,02 9891 4850,"{""lat"":-33.8145314, ""lng"":151.0075578}"
mgp0547,Strathfield Municipal Council Family And Children Services,61 67 Homebush Road  Strathfield NSW 2135,02 9748 9999,"{""lat"":-33.8882849, ""lng"":151.0840599}"
mgp0548,Myhealth Newington,Unit 3  8 Avenue of the Americas  Newington NSW 2127,02 9648 2224,"{""lat"":-33.8330312, ""lng"":151.0558891}"
mgp0549,Newington Medical,Shop 15  6 Avenue of Europe  Newington NSW 2127,02 9648 5111,"{""lat"":-33.8338951, ""lng"":151.0568918}"
mgp0550,Local Doctors,Ermington Shopping Town  Shop 8  8 Betty Cuthbert Avenue  Ermington NSW 2115,02 8622 1681,NA
mgp0551,Sydney Airport Medical Centre,Sydney International Airport  Level 3  Airport Drive  Mascot NSW 2020,02 9667 4355,"{""lat"":-33.9321007, ""lng"":151.1861169}"
mgp0552,MyHealth Medical Centre - North Rocks,Westfield North Rocks  Shop 75  328 North Rocks Road  North Rocks NSW 2151,02 8677 1360,"{""lat"":-33.7685698, ""lng"":151.0275789}"
mgp0553,Marrickville Council Family And Children Services,2 14 Fisher Street  Petersham NSW 2049,02 9335 2222,"{""lat"":-33.8952058, ""lng"":151.1555734}"
mgp0554,Mortlake Family Medical Practice,Shop 32  88 Tennyson Road  Mortlake NSW 2137,02 8765 8891,NA
mgp0555,CENTRAL DARLING SHIRE COUNCIL,21 Reid Street  Wilcannia NSW 2836,08 8083 8900,NA
mgp0556,Leichhardt Council Community Services,7 15 Wetherill Street  Leichhardt NSW 2040,02 9367 9222,"{""lat"":-33.8829413, ""lng"":151.1579944}"
mgp0557,City Of Ryde - Family And Children Services,West Ryde Hall  1A Station Street  West Ryde NSW 2114,02 9952 8222,NA
mgp0558,Carmen Drive Community Pharmacy,4 Carmen Drive  Carlingford NSW 2118,02 9871 3848,NA
mgp0559,Kingsford Family Medical Centre,502 Anzac Parade  Kingsford NSW 2032,1300 803 903,"{""lat"":-33.9254417, ""lng"":151.2301049}"
mgp0560,Hyde Park Medical Centre (Sydney),Ground Floor  Shop 1  175 Liverpool Street  Sydney NSW 2000,02 9283 1234,"{""lat"":-33.8770875, ""lng"":151.2109207}"
mgp0561,Immunise Australia Program - ACT,Centennial Plaza  260 Elizabeth Street  Sydney NSW 2000,02 6205 2300,"{""lat"":-33.8804469, ""lng"":151.2088682}"
mgp0562,Travel Doctor TMVC and Sonic Health Plus Sydney CBD Clinic,Level 7  428 George Street  Sydney NSW 2000,02 9221 7133,"{""lat"":-33.8701031, ""lng"":151.2071387}"
mgp0563,International Travel Vaccination Centre,Level 10 Suite 1002  37 Bligh Street  Sydney NSW 2000,1300 557 070,"{""lat"":-33.8660919, ""lng"":151.2099222}"
mgp0564,Kenthurst Medical Centre,Shop 9  4 Nelson Street  Kenthurst NSW 2156,02 9654 0552,NA
mgp0565,Fox Valley Medical & Dental Centre,Sydney Adventist Hospital  187 Fox Valley Road  Wahroonga NSW 2076,02 9487 9700,"{""lat"":-33.7277331, ""lng"":151.1143050205177}"
mgp0566,Mid-Western Regional Council Community Services,86 Market Street  Mudgee NSW 2850,02 6378 2850,NA
mgp0567,Woollahra Municipal Council Family And Children SVS,536 New South Head Road  Double Bay NSW 2028,02 9391 7000,"{""lat"":-33.872622449999994, ""lng"":151.2476323827587}"
mgp0568,WILLOUGHBY CITY COUNCIL,Level 4  31 Victor Street  Chatswood NSW 2067,02 9777 1000,"{""lat"":-33.7975815, ""lng"":151.18219059933097}"
mgp0569,N Plus Clinic,68 Neridah Street  Chatswood NSW 2067,02 9410 1777,"{""lat"":-33.7957143, ""lng"":151.1871618}"
mgp0570,KU-Ring-Gai Council - Family And Children Services,818 Pacific Highway  Gordon NSW 2072,02 9424 0888,"{""lat"":-33.754307, ""lng"":151.151306}"
mgp0571,Northbridge Medical Practice,Level 1 Suite 2B  115 Sailors Bay Road  Northbridge NSW 2063,02 9958 7104,"{""lat"":-33.810435, ""lng"":151.209197}"
mgp0572,Mosman Municipal Council Family And Children's SVS,Mosman Council  573 Military Road  Mosman NSW 2088,02 9978 4000,"{""lat"":-33.8280255, ""lng"":151.2305927}"
mgp0573,Forestville Medical Practice,677 Warringah Road  Forestville NSW 2087,02 9452 4633,"{""lat"":-33.7609212, ""lng"":151.2161153}"
mgp0574,Broken Hill Child and Family Health Centre,2 Oxide Street  Broken Hill NSW 2880,08 8082 6111,"{""lat"":-31.9418876, ""lng"":141.4550824}"
mgp0575,Warren Shire Council Family And Children's SVS,115 Dubbo Street  Warren NSW 2824,02 6847 4606,"{""lat"":-31.6961713, ""lng"":147.8324817}"
mgp0576,Warringah Council Family And Children Services,Civic Centre  725 Pittwater Road  Dee Why NSW 2099,02 9942 2111,"{""lat"":-33.7517127, ""lng"":151.28658565}"
mgp0577,Lynwood Medical,Level 1 Suite 6  2 Bungan Lane  Mona Vale NSW 2103,02 8411 2151,NA
mgp0578,Pittwater Council Family And Children Services,1 Park Street  Mona Vale NSW 2103,02 9970 1111,"{""lat"":-33.6764684, ""lng"":151.3041131}"
mgp0579,Wyong Shire Council Family And Children Services,16 Hely Street  Wyong NSW 2259,02 4350 5555,NA
mgp0580,NORTHERN AREAS COUNCIL,14 Fifth Street  Gladstone SA 5473,08 8662 2180,"{""lat"":-33.2705299, ""lng"":138.3558046}"
mgp0581,Morisset Child and Family Health Nursing,Station Street  Morisset NSW 2264,02 4973 3025,"{""lat"":-33.1090897, ""lng"":151.5055613}"
mgp0582,Warrumbungle Shire Council Family And Children Services,59 Binnia Street  Coolah NSW 2843,02 6378 5000,"{""lat"":-31.8226837, ""lng"":149.7220432}"
mgp0583,Denman Hospital Child and Family Health Nursing,51 53 Ogilvie Street  Denman NSW 2328,02 6547 3999,NA
mgp0584,Toronto Polyclinic Child and Family Health Nursing,6 James Street  Toronto NSW 2283,02 4935 8100,"{""lat"":-33.0108606, ""lng"":151.5919294}"
mgp0585,Woodrising Child and Family Health Nursing,80 Hayden Brook Road  Woodrising NSW 2284,02 4959 1762,"{""lat"":-32.9807887, ""lng"":151.6065589}"
mgp0586,Belmont Hospital Child and Family Health Nursing,50 Croudace Bay Road  Belmont NSW 2280,02 4923 2163,NA
mgp0587,Lake MacQuarie City Council Family And Children SVS,126 138 Main Road  Speers Point NSW 2284,02 4921 0333,"{""lat"":-32.9642403, ""lng"":151.6226881}"
mgp0588,Kurri Kurri CHC Child and Family Health Nursing,Lang Street  Kurri Kurri NSW 2327,02 4936 3276,"{""lat"":-32.8193268, ""lng"":151.4801874}"
mgp0589,Eastlakes Community Health Centre- Nursing,19 South Street  Windale NSW 2306,02 4944 5300,"{""lat"":-32.9906991, ""lng"":151.6812097}"
mgp0590,Singleton Community Health Centre,Singleton Hospital  Corner Boonal Street and Dangar Road  Singleton NSW 2330,02 6571 9248,NA
mgp0591,Edgeworth Child and Family Health Nursing,37 65 Minmi Road  Edgeworth NSW 2285,02 4958 4202,NA
mgp0592,East Maitland Community Health Centre,58 Stronach Avenue  East Maitland NSW 2323,02 4931 2000,NA
mgp0593,Maitland City Council Family And Children Services,279 287 High Street  Maitland NSW 2320,02 4934 9700,"{""lat"":-32.7253812, ""lng"":151.5444183}"
mgp0594,Belmore Road Family Practice,12 Belmore Road  Lorn NSW 2320,02 4934 6830,NA
mgp0595,Coonamble Shire Council Family And Children SVS,80 Castlereagh Street  Coonamble NSW 2829,02 6827 1900,NA
mgp0596,Thornton Library Child and Family Health Nursing,Thornton Library  Taylor Avenue  Thornton NSW 2322,02 4966 1034,"{""lat"":-32.7774081, ""lng"":151.6393634}"
mgp0597,Woodberry School As Community Centre,Woodberry Public School  119 Lawson Avenue  Woodberry NSW 2322,02 4964 2174,"{""lat"":-32.791424, ""lng"":151.6706438}"
mgp0598,Gresford Community Health Centre Child And Family Health Nursing,Park Street  Gresford NSW 2311,02 4938 9207,"{""lat"":-32.4276643, ""lng"":151.5539288}"
mgp0599,Lemon Tree Passage Child Family Health Nursing,Meredith Avenue  Lemon Tree Passage NSW 2319,02 4982 3009,"{""lat"":-32.7320832, ""lng"":152.0347756}"
mgp0600,Port Stephens Parenting Program,Gan Gan Family Centre  191 Gan Gan Road  Anna Bay NSW 2316,02 4982 1767,"{""lat"":-32.7773641, ""lng"":152.0865184}"
mgp0601,Nunyara Aboriginal Health Service,17-27 Tully Street  Whyalla Stuart SA 5608,08 8649 9900,"{""lat"":-33.0183704, ""lng"":137.5246861}"
mgp0602,Tomaree Child and Family Health Nursing,Aquatic Close  Salamander Bay NSW 2317,02 4981 0129,NA
mgp0603,Dungog Child and Family Health Nursing,Hospital Road  Dungog NSW 2420,02 4995 7000,"{""lat"":-32.4008327, ""lng"":151.7463726}"
mgp0604,Liverpool Plains Shire Council Fam And Children SVS,60 Station Street  Quirindi NSW 2343,02 6746 1755,"{""lat"":-31.5031999, ""lng"":150.6807868}"
mgp0605,Gunnedah Shire Council Family And Children SVS,63 Elgin Street  Gunnedah NSW 2380,02 6740 2100,NA
mgp0606,Gloucester Shire Council - Family And Children SVS,89 King Street  Gloucester NSW 2422,02 6538 5250,NA
mgp0607,Walgett Shire Council Family And Children Services,77 Fox Street  Walgett NSW 2832,02 6828 1399,"{""lat"":-30.0225824, ""lng"":148.1164964}"
mgp0608,Boggabri Multi Purpose Service,3 Wee Waa Street  Boggabri NSW 2382,02 6749 7000,NA
mgp0609,Wee Waa Community Health- Child & Family Health Service,11 Alma Street  Wee Waa NSW 2388,02 6795 0400,NA
mgp0610,Narrabri Community Health Service,66 95 Gibbons Street  Narrabri NSW 2390,02 6799 2800,"{""lat"":-30.3241954, ""lng"":149.7744502}"
mgp0611,Manilla Health Service,112 Court Street  Manilla NSW 2346,02 6785 4100,NA
mgp0612,Walcha Council Family And Children Services,2 Hamilton Street  Walcha NSW 2354,02 6774 2500,NA
mgp0613,Walcha Child & Family Health Clinic,11 Middle Street  Walcha NSW 2354,02 6777 4200,NA
mgp0614,Barraba Multi Purpose Service,Edward Street  Barraba NSW 2347,02 6782 2500,"{""lat"":-30.3827017, ""lng"":150.6109704}"
mgp0615,Uralla Shire Council Family And Children Services,32 Salisbury Street  Uralla NSW 2358,02 6778 4606,"{""lat"":-30.6432953, ""lng"":151.4999718}"
mgp0616,Uralla Medical Centre,22 Hill Street  Uralla NSW 2358,02 6778 4500,"{""lat"":-30.6428298, ""lng"":151.5025717}"
